purchase_id,customer_id,purchase_date,purchase_amount,product_category,repeat_buyer,customer_segment,promotion_flag,region
103941,CUST1020,2024-06-05,41.82,Home,2,Occasional,1,Central
103942,CUST0693,2024-01-14,164.66,Clothing,1,High Value,0,West
103943,CUST1989,2022-06-09,78.1,Clothing,2,Occasional,1,East
103944,CUST2307,2022-10-12,133.38,Electronics,0,New,0,East
103945,CUST1035,2024-01-07,136.53,Home,0,New,0,Central
103946,CUST1057,2022-07-22,141.58,Home,0,New,0,North
103947,CUST1907,2022-09-23,171.31,Clothing,2,High Value,0,West
103948,CUST0673,2024-08-29,115.22,Electronics,2,Occasional,0,South
103949,CUST1007,2022-01-02,49.9,Sports,1,Occasional,0,East
103950,CUST0961,2023-09-08,78.13,Electronics,3,High Value,0,Central
103951,CUST1363,2022-05-07,70.58,Clothing,0,New,0,Central
103952,CUST2706,2022-08-25,109.58,Home,1,Occasional,0,West
103953,CUST2969,2022-02-10,123.55,Sports,0,New,0,Central
103954,CUST1077,2023-07-12,181.96,Clothing,0,High Value,0,North
103955,CUST0717,2024-12-03,70.46,Clothing,3,High Value,1,Central
103956,CUST1231,2024-12-05,95.35,Electronics,0,New,1,Central
103957,CUST0429,2022-12-22,117.55,Electronics,0,New,1,West
103958,CUST1913,2024-10-29,140.5,Home,5,High Value,0,Central
103959,CUST1417,2023-06-18,86.58,Home,0,New,0,North
103960,CUST1243,2024-12-16,164.65,Electronics,4,High Value,0,West
103961,CUST1919,2024-10-06,109.75,Clothing,3,High Value,0,East
103962,CUST2741,2024-08-04,79.04,Clothing,0,New,0,Central
103963,CUST2540,2024-07-30,179.32,Sports,0,High Value,0,South
103964,CUST0795,2024-04-29,128.61,Home,0,New,0,East
103965,CUST1537,2023-07-09,91.08,Home,2,Occasional,0,North
103966,CUST2294,2024-12-01,27.83,Electronics,1,Occasional,1,North
103967,CUST0178,2022-09-29,29.98,Electronics,1,Occasional,0,West
103968,CUST0902,2024-12-02,111.46,Sports,0,New,1,East
103969,CUST1587,2024-03-29,142.15,Sports,0,New,0,West
103970,CUST1629,2022-05-19,104.29,Clothing,1,Occasional,0,Central
103971,CUST2489,2022-11-04,193.11,Electronics,0,High Value,1,South
103972,CUST0980,2022-08-27,94.61,Sports,0,New,0,South
103973,CUST2800,2024-12-07,163.07,Clothing,1,High Value,1,East
103974,CUST0935,2022-02-23,189.99,Clothing,2,High Value,0,West
103975,CUST2185,2023-11-05,136.85,Home,4,High Value,0,South
103976,CUST1006,2024-05-25,57.97,Home,0,New,0,East
103977,CUST0309,2022-10-03,34.78,Clothing,0,New,0,South
103978,CUST1216,2022-09-10,23.75,Sports,2,Occasional,0,North
103979,CUST2798,2022-11-07,58.68,Clothing,1,Occasional,1,West
103980,CUST1856,2022-10-18,157.65,Clothing,2,High Value,0,West
103981,CUST2954,2024-06-12,173.35,Home,4,High Value,1,East
103982,CUST0795,2023-11-29,33.98,Sports,1,Occasional,1,East
103983,CUST2927,2022-02-23,121.09,Home,0,New,0,Central
103984,CUST0999,2023-04-12,54.67,Clothing,1,Occasional,0,East
103985,CUST0430,2022-06-16,68.49,Home,2,Occasional,1,Central
103986,CUST2921,2024-02-18,79.94,Electronics,4,High Value,0,West
103987,CUST1670,2023-10-24,20.16,Sports,1,Occasional,0,East
103988,CUST0648,2022-10-06,198.45,Electronics,3,High Value,0,Central
103989,CUST0493,2023-03-03,86.27,Home,1,Occasional,0,South
103990,CUST0079,2023-02-08,110.78,Home,2,Occasional,0,North
103991,CUST0334,2023-08-05,159.81,Home,1,High Value,0,East
103992,CUST2773,2023-06-08,136.79,Electronics,2,Occasional,1,East
103993,CUST0163,2024-12-22,29.07,Clothing,2,Occasional,0,East
103994,CUST0805,2024-01-01,132.86,Clothing,2,Occasional,0,West
103995,CUST1542,2023-11-05,154.14,Clothing,1,High Value,0,Central
103996,CUST1147,2024-02-21,70.35,Clothing,0,New,0,Central
103997,CUST1459,2024-12-15,35.19,Clothing,0,New,0,North
103998,CUST1590,2023-11-26,180.86,Home,2,High Value,1,West
103999,CUST2425,2022-07-04,106.41,Sports,0,New,0,West
104000,CUST2381,2022-05-16,36.37,Sports,0,New,0,Central
104001,CUST0599,2023-07-04,108.17,Sports,0,New,0,Central
104002,CUST2570,2022-11-19,156.33,Sports,0,High Value,1,South
104003,CUST2822,2024-06-26,89.9,Clothing,2,Occasional,0,Central
104004,CUST0527,2022-05-22,150.32,Sports,1,High Value,0,North
104005,CUST1147,2022-02-22,57.69,Electronics,1,Occasional,0,West
104006,CUST0431,2024-01-15,102.27,Home,3,High Value,0,West
104007,CUST1505,2023-06-26,84.01,Sports,0,New,1,South
104008,CUST1636,2024-04-19,91.31,Sports,0,New,0,North
104009,CUST2030,2024-10-17,167.59,Electronics,2,High Value,0,South
104010,CUST2437,2023-01-17,194.46,Sports,1,High Value,0,North
104011,CUST0794,2024-10-16,149.45,Clothing,2,Occasional,0,West
104012,CUST1779,2024-08-31,178.33,Home,1,High Value,0,North
104013,CUST1382,2024-08-27,120.63,Home,2,Occasional,0,East
104014,CUST1971,2023-06-11,42.03,Clothing,2,Occasional,1,North
104015,CUST0004,2024-01-22,27.42,Clothing,3,High Value,0,Central
104016,CUST1345,2023-09-26,21.26,Sports,0,New,0,East
104017,CUST1471,2023-07-12,82.98,Electronics,1,Occasional,0,Central
104018,CUST0314,2022-07-04,151.53,Home,0,High Value,0,East
104019,CUST0132,2023-06-17,176.75,Home,3,High Value,1,South
104020,CUST1411,2023-01-11,195.66,Sports,3,High Value,0,North
104021,CUST1815,2024-08-18,108.68,Electronics,2,Occasional,0,South
104022,CUST0294,2023-01-21,123.05,Home,0,New,0,East
104023,CUST0474,2022-12-14,166.96,Sports,1,High Value,1,North
104024,CUST2032,2024-08-30,183.36,Home,2,High Value,0,North
104025,CUST1925,2023-07-28,195.08,Sports,0,High Value,0,North
104026,CUST0768,2024-03-07,111.0,Sports,1,Occasional,0,Central
104027,CUST0805,2023-10-16,109.41,Home,3,High Value,0,Central
104028,CUST1534,2022-06-03,126.26,Home,0,New,0,North
104029,CUST1939,2022-10-17,162.1,Sports,1,High Value,0,Central
104030,CUST2583,2022-03-24,96.36,Clothing,1,Occasional,0,North
104031,CUST1149,2024-11-08,133.6,Clothing,2,Occasional,1,South
104032,CUST1847,2023-08-19,64.9,Sports,0,New,0,West
104033,CUST0325,2023-12-25,166.21,Electronics,2,High Value,1,East
104034,CUST1999,2023-08-13,176.02,Home,1,High Value,0,North
104035,CUST0630,2022-08-15,151.41,Clothing,1,High Value,0,Central
104036,CUST1656,2023-09-29,131.78,Home,0,New,0,South
104037,CUST2818,2022-05-25,145.11,Electronics,2,Occasional,0,North
104038,CUST0302,2022-07-11,21.64,Sports,1,Occasional,0,South
104039,CUST1824,2023-10-06,188.54,Clothing,2,High Value,0,North
104040,CUST2502,2023-08-11,35.85,Clothing,1,Occasional,0,North
104041,CUST1440,2023-08-05,94.06,Electronics,0,New,0,East
104042,CUST1456,2024-07-09,49.21,Home,1,Occasional,0,Central
104043,CUST2207,2022-08-14,99.07,Clothing,0,New,0,West
104044,CUST1376,2024-07-08,64.35,Clothing,2,Occasional,0,South
104045,CUST1163,2022-10-05,180.7,Clothing,3,High Value,0,Central
104046,CUST0285,2022-10-30,181.83,Sports,1,High Value,0,North
104047,CUST1297,2022-10-11,121.71,Sports,1,Occasional,0,North
104048,CUST1185,2022-12-09,186.92,Clothing,0,High Value,1,South
104049,CUST0370,2022-05-26,158.83,Clothing,0,High Value,0,North
104050,CUST2808,2022-02-24,187.84,Sports,0,High Value,0,South
104051,CUST1539,2022-10-26,54.58,Sports,2,Occasional,0,West
104052,CUST1720,2022-10-27,146.06,Electronics,2,Occasional,0,East
104053,CUST0699,2022-01-29,48.32,Electronics,2,Occasional,0,South
104054,CUST1395,2023-03-14,101.61,Home,1,Occasional,0,South
104055,CUST1083,2022-10-19,95.99,Sports,2,Occasional,0,East
104056,CUST0915,2024-07-24,63.13,Electronics,5,High Value,0,North
104057,CUST2024,2023-10-24,22.44,Clothing,1,Occasional,0,South
104058,CUST2681,2023-04-14,154.6,Electronics,0,High Value,0,West
104059,CUST2674,2023-03-10,34.55,Sports,1,Occasional,0,South
104060,CUST1282,2023-05-05,154.41,Sports,0,High Value,0,North
104061,CUST1884,2023-10-16,79.45,Sports,1,Occasional,0,Central
104062,CUST0744,2023-12-15,74.54,Sports,0,New,0,Central
104063,CUST2366,2023-05-01,35.48,Clothing,2,Occasional,0,East
104064,CUST0829,2024-10-28,105.05,Electronics,1,Occasional,0,South
104065,CUST1707,2024-10-04,41.9,Clothing,1,Occasional,0,North
104066,CUST1001,2024-09-26,73.34,Sports,0,New,0,North
104067,CUST2222,2024-09-24,77.02,Electronics,0,New,0,West
104068,CUST0363,2023-10-11,62.42,Home,0,New,0,West
104069,CUST0418,2022-08-31,39.31,Sports,0,New,0,Central
104070,CUST1581,2022-04-14,158.41,Sports,4,High Value,0,North
104071,CUST0552,2022-05-05,47.59,Electronics,0,New,0,West
104072,CUST1509,2023-04-10,140.5,Home,0,New,0,East
104073,CUST1270,2024-06-15,193.04,Sports,3,High Value,1,Central
104074,CUST1706,2022-07-03,48.72,Electronics,0,New,0,East
104075,CUST1279,2022-06-08,174.7,Electronics,3,High Value,1,East
104076,CUST0303,2024-10-28,24.34,Home,0,New,0,West
104077,CUST0410,2023-01-16,133.6,Clothing,2,Occasional,0,West
104078,CUST2161,2023-02-14,116.62,Electronics,0,New,0,North
104079,CUST2455,2024-09-20,69.64,Home,2,Occasional,0,East
104080,CUST2644,2023-01-27,30.14,Electronics,1,Occasional,0,South
104081,CUST2124,2024-06-25,61.28,Electronics,2,Occasional,0,South
104082,CUST0056,2024-04-10,50.04,Sports,1,Occasional,0,Central
104083,CUST1098,2024-06-25,28.85,Electronics,0,New,1,West
104084,CUST1316,2024-07-20,41.36,Sports,0,New,0,Central
104085,CUST2242,2023-07-15,165.09,Electronics,2,High Value,0,South
104086,CUST2573,2024-02-04,142.38,Sports,1,Occasional,0,East
104087,CUST2584,2022-12-17,43.49,Clothing,0,New,1,East
104088,CUST0286,2022-01-10,154.23,Sports,1,High Value,0,West
104089,CUST0117,2024-05-01,101.03,Home,1,Occasional,0,South
104090,CUST2286,2022-11-12,40.74,Sports,0,New,1,West
104091,CUST1055,2022-05-15,133.24,Home,0,New,0,North
104092,CUST2699,2023-07-07,129.14,Clothing,0,New,0,South
104093,CUST0942,2024-02-15,165.22,Electronics,1,High Value,0,South
104094,CUST1411,2024-11-30,84.7,Sports,4,High Value,1,North
104095,CUST0617,2023-01-13,87.23,Electronics,2,Occasional,0,Central
104096,CUST0325,2022-05-18,132.9,Clothing,3,High Value,0,South
104097,CUST0572,2022-12-12,71.04,Clothing,2,Occasional,1,North
104098,CUST0908,2022-03-12,157.54,Clothing,0,High Value,0,East
104099,CUST1796,2022-09-04,53.63,Electronics,1,Occasional,0,North
104100,CUST0388,2022-04-11,156.52,Electronics,3,High Value,0,South
104101,CUST0592,2023-02-19,94.6,Electronics,0,New,0,South
104102,CUST2795,2024-11-18,169.68,Home,0,High Value,0,East
104103,CUST2545,2024-04-22,51.62,Sports,3,High Value,0,South
104104,CUST0758,2024-04-07,166.55,Electronics,0,High Value,0,South
104105,CUST0012,2022-02-16,78.78,Clothing,2,Occasional,0,South
104106,CUST1510,2024-02-12,131.75,Home,0,New,0,West
104107,CUST1221,2022-07-09,175.99,Clothing,3,High Value,0,West
104108,CUST0711,2023-11-23,98.03,Sports,2,Occasional,1,South
104109,CUST1692,2023-08-13,100.14,Sports,1,Occasional,0,South
104110,CUST0176,2023-02-09,156.71,Sports,0,High Value,0,North
104111,CUST0884,2024-07-23,49.41,Electronics,5,High Value,0,North
104112,CUST0769,2022-03-18,31.75,Home,0,New,0,West
104113,CUST1843,2022-10-28,25.08,Sports,1,Occasional,0,West
104114,CUST0192,2023-11-05,99.81,Electronics,3,High Value,1,Central
104115,CUST2957,2023-03-17,175.69,Sports,1,High Value,0,West
104116,CUST1863,2024-10-26,36.29,Sports,0,New,0,East
104117,CUST1977,2024-01-20,35.09,Sports,0,New,0,South
104118,CUST2877,2023-10-08,121.36,Sports,0,New,0,North
104119,CUST0209,2022-05-07,161.93,Sports,5,High Value,0,West
104120,CUST0538,2023-08-12,121.95,Clothing,1,Occasional,0,Central
104121,CUST0881,2023-12-31,158.66,Sports,0,High Value,1,South
104122,CUST0213,2022-03-22,196.75,Clothing,1,High Value,0,Central
104123,CUST0297,2022-06-06,218.06,Electronics,1,High Value,1,West
104124,CUST0776,2024-02-28,189.37,Electronics,0,High Value,0,West
104125,CUST2075,2022-08-17,68.81,Sports,1,Occasional,0,North
104126,CUST1128,2024-07-27,134.31,Electronics,3,High Value,0,West
104127,CUST2930,2023-12-17,134.23,Electronics,1,Occasional,1,North
104128,CUST1297,2023-12-12,156.01,Sports,2,High Value,1,West
104129,CUST0396,2022-06-28,59.88,Home,1,Occasional,1,North
104130,CUST0119,2022-11-01,29.9,Electronics,0,New,1,West
104131,CUST0344,2023-11-06,177.72,Sports,0,High Value,1,South
104132,CUST0977,2022-02-07,90.19,Sports,0,New,0,Central
104133,CUST2094,2023-06-23,62.36,Electronics,2,Occasional,0,East
104134,CUST1151,2023-05-12,67.92,Electronics,2,Occasional,0,South
104135,CUST1178,2024-05-27,54.22,Sports,1,Occasional,0,Central
104136,CUST0614,2023-11-15,174.36,Sports,0,High Value,1,Central
104137,CUST0397,2022-11-21,43.37,Sports,0,New,0,South
104138,CUST1537,2024-07-22,165.22,Clothing,3,High Value,0,Central
104139,CUST2995,2022-07-06,171.82,Electronics,1,High Value,0,West
104140,CUST1705,2022-05-11,96.54,Clothing,2,Occasional,0,Central
104141,CUST0878,2022-03-19,38.38,Home,3,High Value,0,West
104142,CUST0289,2024-06-25,132.22,Home,3,High Value,0,North
104143,CUST0204,2022-09-23,194.53,Clothing,1,High Value,0,East
104144,CUST1816,2023-05-13,173.75,Sports,1,High Value,0,West
104145,CUST1377,2022-05-05,75.44,Home,0,New,0,West
104146,CUST1487,2023-05-20,190.53,Electronics,0,High Value,0,North
104147,CUST0743,2023-05-07,109.99,Electronics,2,Occasional,0,Central
104148,CUST0336,2023-11-14,190.63,Clothing,0,High Value,1,West
104149,CUST2050,2022-06-04,33.23,Sports,0,New,0,East
104150,CUST0372,2023-05-20,22.39,Electronics,2,Occasional,0,North
104151,CUST2266,2023-08-10,46.16,Clothing,2,Occasional,0,East
104152,CUST2775,2023-04-13,31.55,Clothing,1,Occasional,0,Central
104153,CUST0034,2022-06-29,53.92,Home,0,New,1,North
104154,CUST1266,2024-09-25,100.3,Electronics,3,High Value,0,North
104155,CUST2076,2023-09-24,102.53,Home,1,Occasional,0,East
104156,CUST0516,2023-05-09,108.96,Sports,0,New,0,West
104157,CUST2931,2022-06-01,136.46,Home,1,Occasional,0,Central
104158,CUST1087,2023-10-31,26.3,Sports,1,Occasional,0,North
104159,CUST2305,2022-11-15,172.03,Home,2,High Value,1,West
104160,CUST1964,2022-06-10,153.63,Home,2,High Value,1,South
104161,CUST1017,2022-04-08,191.34,Clothing,4,High Value,0,Central
104162,CUST1284,2024-04-29,53.0,Home,2,Occasional,0,West
104163,CUST1889,2024-08-16,48.88,Electronics,2,Occasional,0,North
104164,CUST2594,2024-01-26,144.51,Home,1,Occasional,0,East
104165,CUST1082,2023-08-19,86.99,Clothing,0,New,0,East
104166,CUST1568,2023-09-26,145.44,Sports,2,Occasional,0,North
104167,CUST1380,2024-01-31,190.97,Clothing,1,High Value,0,South
104168,CUST1859,2023-10-10,42.6,Clothing,0,New,0,South
104169,CUST2229,2024-02-15,167.86,Electronics,1,High Value,0,South
104170,CUST0012,2022-06-14,97.16,Sports,3,High Value,0,North
104171,CUST0180,2024-12-30,128.6,Clothing,0,New,1,North
104172,CUST0996,2024-03-23,137.69,Electronics,0,New,0,East
104173,CUST2334,2022-05-16,79.0,Home,1,Occasional,0,West
104174,CUST2204,2023-08-06,70.57,Electronics,5,High Value,0,West
104175,CUST1206,2023-01-29,152.26,Clothing,0,High Value,0,East
104176,CUST1467,2022-03-25,199.58,Sports,2,High Value,0,South
104177,CUST2270,2023-10-20,51.25,Electronics,1,Occasional,0,South
104178,CUST0811,2022-09-19,163.11,Sports,2,High Value,0,Central
104179,CUST2136,2024-09-02,56.79,Home,0,New,0,Central
104180,CUST2258,2023-04-29,119.77,Home,3,High Value,0,South
104181,CUST1940,2024-03-20,132.66,Clothing,1,Occasional,0,South
104182,CUST0319,2022-11-14,197.54,Electronics,1,High Value,1,West
104183,CUST0907,2022-10-13,148.67,Home,2,Occasional,0,West
104184,CUST1376,2024-10-29,83.63,Clothing,3,High Value,0,South
104185,CUST0016,2023-05-15,100.48,Clothing,0,New,0,Central
104186,CUST2472,2024-03-07,174.72,Electronics,1,High Value,0,Central
104187,CUST2838,2024-02-18,186.12,Home,0,High Value,0,Central
104188,CUST1897,2023-11-21,185.59,Clothing,0,High Value,1,East
104189,CUST0307,2024-04-01,195.44,Home,2,High Value,0,West
104190,CUST0590,2022-07-15,116.61,Home,1,Occasional,0,North
104191,CUST0305,2022-11-13,187.0,Sports,1,High Value,1,Central
104192,CUST1469,2024-06-16,120.31,Clothing,0,New,0,East
104193,CUST1721,2024-06-09,121.57,Clothing,1,Occasional,1,West
104194,CUST2020,2022-04-11,149.06,Sports,1,Occasional,0,North
104195,CUST1866,2022-01-04,159.04,Clothing,0,High Value,0,North
104196,CUST2866,2023-12-24,22.89,Sports,0,New,0,Central
104197,CUST2144,2023-02-17,45.7,Sports,1,Occasional,0,South
104198,CUST1566,2022-05-25,89.23,Clothing,3,High Value,0,South
104199,CUST2632,2023-02-07,81.08,Home,1,Occasional,0,North
104200,CUST1004,2024-02-26,161.62,Home,3,High Value,0,West
104201,CUST2688,2022-10-20,198.86,Sports,4,High Value,0,Central
104202,CUST2884,2024-09-05,197.17,Home,1,High Value,0,Central
104203,CUST2147,2023-05-20,96.82,Clothing,1,Occasional,0,South
104204,CUST1041,2022-05-23,99.61,Sports,2,Occasional,0,North
104205,CUST0709,2023-02-16,67.74,Electronics,1,Occasional,0,South
104206,CUST1985,2022-09-21,155.45,Electronics,0,High Value,0,South
104207,CUST1103,2022-01-31,76.66,Electronics,3,High Value,0,East
104208,CUST1205,2023-01-17,132.16,Home,1,Occasional,0,North
104209,CUST1986,2023-10-27,138.58,Clothing,5,High Value,0,East
104210,CUST0342,2024-06-11,168.71,Sports,2,High Value,1,South
104211,CUST2146,2022-11-29,71.64,Sports,1,Occasional,0,Central
104212,CUST0018,2023-01-12,185.82,Clothing,2,High Value,0,North
104213,CUST1596,2023-10-28,95.29,Electronics,0,New,0,Central
104214,CUST1510,2023-01-24,87.55,Home,1,Occasional,0,North
104215,CUST2940,2024-03-09,133.74,Sports,1,Occasional,0,West
104216,CUST1559,2023-02-08,155.91,Home,2,High Value,0,East
104217,CUST2827,2022-12-18,82.55,Sports,0,New,1,North
104218,CUST1663,2023-03-07,119.55,Home,2,Occasional,0,East
104219,CUST1424,2023-01-22,138.13,Clothing,1,Occasional,0,West
104220,CUST1986,2024-09-11,33.81,Home,6,High Value,0,East
104221,CUST2410,2022-08-12,54.72,Electronics,1,Occasional,0,West
104222,CUST2580,2022-12-28,38.12,Sports,1,Occasional,1,North
104223,CUST1335,2024-07-26,27.74,Home,3,High Value,0,Central
104224,CUST1192,2023-10-14,190.46,Sports,3,High Value,0,Central
104225,CUST1090,2024-09-25,146.86,Sports,0,New,0,North
104226,CUST0419,2023-11-30,151.46,Home,1,High Value,1,West
104227,CUST0272,2024-10-27,147.68,Sports,1,Occasional,0,East
104228,CUST1014,2023-01-16,112.34,Clothing,0,New,0,East
104229,CUST2207,2024-08-08,31.47,Clothing,1,Occasional,0,Central
104230,CUST1975,2024-05-19,32.46,Electronics,2,Occasional,0,Central
104231,CUST2302,2023-09-29,82.21,Clothing,2,Occasional,0,Central
104232,CUST0201,2022-05-06,159.32,Sports,2,High Value,0,West
104233,CUST1806,2023-12-06,70.01,Electronics,1,Occasional,1,East
104234,CUST1672,2024-12-25,29.81,Electronics,2,Occasional,1,East
104235,CUST0433,2024-07-30,187.96,Clothing,1,High Value,0,Central
104236,CUST2564,2022-03-26,128.6,Sports,2,Occasional,0,West
104237,CUST2019,2024-09-11,191.51,Electronics,0,High Value,0,North
104238,CUST0612,2022-07-08,163.43,Clothing,1,High Value,0,East
104239,CUST0322,2024-01-07,132.23,Sports,0,New,0,South
104240,CUST2775,2022-09-28,122.29,Sports,2,Occasional,0,East
104241,CUST1674,2023-09-04,54.15,Clothing,2,Occasional,0,Central
104242,CUST2377,2024-08-07,98.76,Sports,1,Occasional,0,Central
104243,CUST0855,2023-02-26,67.79,Clothing,1,Occasional,0,Central
104244,CUST1292,2023-11-21,54.65,Home,0,New,0,North
104245,CUST0822,2023-09-19,171.52,Sports,1,High Value,0,North
104246,CUST0635,2024-06-13,168.35,Electronics,0,High Value,1,Central
104247,CUST0938,2023-04-14,45.93,Clothing,0,New,0,East
104248,CUST2352,2024-09-20,45.59,Electronics,1,Occasional,0,Central
104249,CUST2914,2023-10-18,74.56,Electronics,0,New,0,West
104250,CUST2339,2022-04-14,106.02,Clothing,2,Occasional,0,East
104251,CUST1611,2024-10-12,135.87,Clothing,2,Occasional,0,West
104252,CUST2453,2023-08-07,145.11,Clothing,1,Occasional,0,Central
104253,CUST0305,2023-04-23,44.99,Sports,2,Occasional,0,East
104254,CUST1742,2024-02-04,82.36,Home,1,Occasional,0,South
104255,CUST1375,2022-08-29,188.34,Sports,1,High Value,0,Central
104256,CUST2887,2024-02-11,36.66,Home,0,New,0,North
104257,CUST1815,2023-03-10,83.1,Home,3,High Value,0,East
104258,CUST2401,2024-10-17,65.68,Electronics,1,Occasional,0,North
104259,CUST1911,2023-10-09,162.93,Clothing,1,High Value,0,North
104260,CUST0076,2024-02-12,52.26,Clothing,1,Occasional,0,South
104261,CUST0158,2024-08-14,22.99,Electronics,1,Occasional,0,East
104262,CUST0224,2023-08-08,182.75,Electronics,1,High Value,0,West
104263,CUST1069,2024-11-19,169.22,Electronics,2,High Value,1,West
104264,CUST0678,2023-10-07,52.55,Sports,1,Occasional,0,East
104265,CUST1230,2023-02-28,68.68,Home,1,Occasional,0,East
104266,CUST0283,2022-05-12,165.06,Sports,2,High Value,0,East
104267,CUST1117,2022-03-13,26.25,Home,2,Occasional,0,East
104268,CUST1847,2022-08-10,170.64,Home,1,High Value,0,North
104269,CUST1562,2024-05-25,113.46,Home,0,New,0,North
104270,CUST1707,2022-10-27,186.94,Sports,2,High Value,0,North
104271,CUST2055,2022-11-05,23.79,Sports,1,Occasional,1,South
104272,CUST1465,2024-06-08,181.57,Sports,1,High Value,1,Central
104273,CUST0206,2022-10-22,44.53,Home,1,Occasional,0,Central
104274,CUST1964,2022-12-02,84.69,Sports,3,High Value,1,North
104275,CUST0549,2023-05-28,31.8,Electronics,1,Occasional,0,West
104276,CUST2101,2023-06-22,205.22,Sports,0,High Value,1,South
104277,CUST0674,2023-08-12,193.15,Electronics,0,High Value,0,South
104278,CUST1137,2023-10-03,45.88,Electronics,3,High Value,0,South
104279,CUST1350,2024-06-04,156.94,Clothing,0,High Value,1,East
104280,CUST2518,2022-02-07,84.56,Electronics,0,New,0,South
104281,CUST0158,2022-09-15,148.39,Electronics,2,Occasional,0,West
104282,CUST0536,2024-12-28,37.7,Clothing,0,New,1,South
104283,CUST2327,2024-05-05,131.1,Clothing,3,High Value,0,West
104284,CUST1279,2024-10-07,25.86,Sports,4,High Value,0,Central
104285,CUST2381,2023-12-03,160.44,Home,1,High Value,1,North
104286,CUST0310,2024-07-12,102.04,Home,2,Occasional,0,South
104287,CUST2390,2022-07-01,197.49,Sports,0,High Value,0,Central
104288,CUST1403,2023-01-19,180.27,Clothing,0,High Value,0,West
104289,CUST0422,2024-11-10,167.65,Sports,4,High Value,1,North
104290,CUST0040,2022-08-17,185.55,Home,2,High Value,0,East
104291,CUST1104,2023-08-17,114.56,Home,2,Occasional,0,West
104292,CUST2045,2024-09-08,127.72,Sports,1,Occasional,0,West
104293,CUST0193,2023-11-15,59.73,Sports,0,New,1,West
104294,CUST2552,2023-07-07,114.12,Home,1,Occasional,0,North
104295,CUST1172,2023-02-23,62.19,Electronics,1,Occasional,0,North
104296,CUST2246,2022-03-30,138.31,Clothing,1,Occasional,0,East
104297,CUST1755,2022-12-26,152.74,Clothing,0,High Value,1,South
104298,CUST1950,2024-01-27,163.37,Electronics,2,High Value,0,West
104299,CUST0872,2024-10-23,97.09,Home,1,Occasional,0,West
104300,CUST0474,2023-04-03,54.02,Electronics,2,Occasional,0,Central
104301,CUST1140,2024-06-13,205.72,Home,1,High Value,1,Central
104302,CUST0214,2023-01-09,104.49,Clothing,1,Occasional,0,Central
104303,CUST2189,2022-08-22,73.75,Home,2,Occasional,0,East
104304,CUST0689,2024-07-31,132.72,Home,1,Occasional,0,West
104305,CUST0128,2022-06-27,70.03,Home,1,Occasional,1,South
104306,CUST1073,2024-04-14,103.38,Sports,0,New,0,East
104307,CUST1042,2024-09-08,169.99,Clothing,2,High Value,0,South
104308,CUST0298,2022-05-24,79.86,Sports,1,Occasional,0,South
104309,CUST0068,2023-05-19,190.06,Electronics,1,High Value,0,Central
104310,CUST1946,2023-10-22,119.23,Clothing,3,High Value,0,Central
104311,CUST2130,2022-08-27,73.02,Home,0,New,0,South
104312,CUST1025,2023-10-10,59.52,Sports,0,New,0,East
104313,CUST2518,2024-03-05,51.98,Sports,1,Occasional,0,Central
104314,CUST2106,2024-06-07,173.68,Sports,1,High Value,0,Central
104315,CUST1949,2023-08-03,150.66,Sports,4,High Value,0,West
104316,CUST0903,2024-10-29,146.81,Home,1,Occasional,0,North
104317,CUST0317,2023-12-04,33.15,Clothing,0,New,1,Central
104318,CUST2104,2023-11-19,70.77,Home,1,Occasional,0,South
104319,CUST0968,2023-04-16,194.58,Electronics,2,High Value,0,East
104320,CUST1548,2024-08-24,160.48,Electronics,1,High Value,0,South
104321,CUST0949,2023-03-16,182.42,Clothing,0,High Value,0,West
104322,CUST2531,2024-08-22,198.93,Clothing,2,High Value,0,North
104323,CUST0978,2023-07-03,41.99,Electronics,2,Occasional,0,South
104324,CUST1569,2023-11-27,134.21,Sports,0,New,1,Central
104325,CUST2833,2022-09-18,78.47,Clothing,0,New,0,Central
104326,CUST2195,2023-08-13,93.52,Home,2,Occasional,0,West
104327,CUST2484,2023-03-05,22.46,Sports,2,Occasional,0,East
104328,CUST0425,2024-06-29,190.79,Electronics,1,High Value,1,North
104329,CUST2388,2022-05-16,148.34,Home,3,High Value,0,South
104330,CUST0797,2023-04-29,107.97,Sports,1,Occasional,0,Central
104331,CUST1627,2023-01-09,177.93,Clothing,1,High Value,0,North
104332,CUST1772,2024-03-31,62.76,Sports,1,Occasional,0,South
104333,CUST2713,2023-12-08,33.58,Clothing,2,Occasional,1,Central
104334,CUST2916,2023-04-12,165.82,Electronics,2,High Value,0,North
104335,CUST0604,2024-04-17,67.54,Home,2,Occasional,0,East
104336,CUST2391,2023-10-13,186.44,Sports,1,High Value,0,North
104337,CUST0067,2023-08-26,62.58,Clothing,2,Occasional,0,Central
104338,CUST0443,2024-10-23,100.13,Sports,1,Occasional,0,West
104339,CUST1991,2023-11-06,66.39,Sports,0,New,0,East
104340,CUST2594,2023-05-24,115.03,Home,2,Occasional,0,Central
104341,CUST0300,2022-02-20,110.49,Electronics,0,New,0,South
104342,CUST0253,2023-05-22,118.48,Electronics,0,New,0,North
104343,CUST1320,2023-04-25,198.34,Clothing,1,High Value,0,West
104344,CUST0729,2022-08-03,199.11,Electronics,2,High Value,0,Central
104345,CUST2062,2023-12-17,122.56,Clothing,2,Occasional,1,Central
