purchase_id,customer_id,purchase_date,purchase_amount,product_category,repeat_buyer,customer_segment,promotion_flag,region,inventory_index
102539,CUST2898,2024-02-01,93.8,Sports,2,Occasional,0,North,106.44
102540,CUST1155,2024-12-01,98.01,Home,0,New,0,East,188.15
102541,CUST2976,2023-05-01,89.98,Sports,4,High Value,0,North,89.28
102542,CUST2375,2022-03-12,32.02,Clothing,1,Occasional,0,East,137.12
102543,CUST1332,2024-01-08,34.08,Home,2,Occasional,0,North,61.56
102544,CUST2087,2022-04-17,165.17,Clothing,1,High Value,0,South,189.98
102545,CUST0644,2023-04-26,122.79,Home,3,High Value,0,East,182.61
102546,CUST1602,2024-08-23,139.26,Home,0,New,0,West,152.96
102547,CUST0033,2023-08-14,160.08,Electronics,0,High Value,0,North,65.59
102548,CUST1421,2024-06-22,154.24,Clothing,0,High Value,1,Central,52.01
102549,CUST0205,2023-06-12,54.57,Home,2,Occasional,1,Central,173.63
102550,CUST1665,2024-12-19,49.34,Sports,0,New,1,South,180.47
102551,CUST2882,2023-10-27,81.09,Clothing,0,New,0,West,76.05
102552,CUST0300,2022-03-03,97.47,Clothing,0,New,0,Central,103.16
102553,CUST0158,2023-03-25,20.56,Clothing,1,Occasional,0,South,157.16
102554,CUST0518,2022-08-06,137.48,Home,0,New,0,Central,184.47
102555,CUST2950,2022-04-28,82.85,Clothing,1,Occasional,0,Central,53.02
102556,CUST0709,2023-07-19,125.9,Home,1,Occasional,0,West,179.14
102557,CUST1399,2023-06-06,119.51,Electronics,1,Occasional,1,South,164.87
102558,CUST0982,2024-12-25,65.14,Electronics,0,New,0,East,85.58
102559,CUST2796,2023-02-10,183.62,Clothing,1,High Value,0,North,91.17
102560,CUST2458,2024-04-16,103.6,Sports,2,Occasional,0,East,120.83
102561,CUST2180,2023-08-22,32.25,Home,2,Occasional,0,West,58.25
102562,CUST0186,2024-11-10,25.07,Electronics,1,Occasional,0,North,183.93
102563,CUST2999,2022-12-05,75.0,Electronics,0,New,0,West,122.12
102564,CUST2565,2024-11-15,116.98,Home,2,Occasional,1,North,178.25
102565,CUST0483,2022-01-24,127.14,Sports,1,Occasional,0,North,79.0
102566,CUST0765,2024-06-18,64.65,Home,1,Occasional,1,Central,71.71
102567,CUST0754,2022-03-21,125.73,Clothing,2,Occasional,0,West,66.49
102568,CUST1529,2024-04-06,194.93,Electronics,0,High Value,0,South,75.03
102569,CUST0545,2022-01-20,139.5,Electronics,0,New,0,East,142.7
102570,CUST0258,2023-08-29,169.2,Sports,2,High Value,0,Central,129.02
102571,CUST0807,2022-10-17,72.78,Clothing,1,Occasional,0,East,172.67
102572,CUST2185,2022-10-09,133.91,Clothing,0,New,0,East,110.83
102573,CUST0344,2023-01-10,151.91,Home,0,High Value,0,Central,163.29
102574,CUST0628,2024-12-29,208.69,Electronics,2,High Value,1,West,117.75
102575,CUST1596,2023-10-19,164.16,Clothing,4,High Value,0,North,121.38
102576,CUST2903,2023-01-01,70.22,Home,0,New,0,North,198.46
102577,CUST1117,2023-10-15,60.12,Electronics,0,New,0,Central,77.84
102578,CUST1624,2023-09-11,72.0,Home,0,New,0,Central,102.01
102579,CUST2985,2022-10-16,199.35,Electronics,0,High Value,0,East,95.75
102580,CUST0119,2024-08-31,177.73,Sports,1,High Value,0,North,123.73
102581,CUST2037,2022-11-22,197.6,Sports,0,High Value,1,West,54.57
102582,CUST2671,2023-12-07,139.95,Home,1,Occasional,1,Central,128.36
102583,CUST1727,2022-06-02,201.53,Clothing,1,High Value,1,West,106.17
102584,CUST2893,2023-01-18,149.64,Home,1,Occasional,0,West,131.79
102585,CUST1173,2023-10-28,168.64,Home,2,High Value,0,North,117.99
102586,CUST1346,2024-09-28,127.49,Sports,0,New,0,West,120.14
102587,CUST1951,2022-02-07,157.5,Clothing,2,High Value,0,Central,130.67
102588,CUST1127,2022-06-27,136.13,Electronics,4,High Value,1,Central,96.47
102589,CUST2733,2022-03-30,177.0,Sports,0,High Value,0,East,89.34
102590,CUST1573,2022-06-28,75.28,Clothing,0,New,1,South,137.72
102591,CUST2361,2022-12-18,61.77,Sports,2,Occasional,0,East,67.48
102592,CUST2194,2023-02-23,121.42,Sports,0,New,0,Central,185.52
102593,CUST1659,2024-11-22,57.99,Sports,0,New,1,East,142.06
102594,CUST2665,2022-01-17,105.31,Clothing,0,New,0,Central,87.77
102595,CUST0990,2022-09-01,68.38,Sports,1,Occasional,0,West,113.7
102596,CUST2544,2024-02-18,180.93,Sports,3,High Value,0,South,51.47
102597,CUST0897,2024-04-28,163.19,Sports,0,High Value,0,South,85.26
102598,CUST2177,2022-03-30,148.5,Sports,1,Occasional,0,South,196.84
102599,CUST2614,2023-09-30,60.63,Clothing,1,Occasional,0,West,178.65
102600,CUST0711,2023-12-31,111.24,Sports,1,Occasional,1,North,185.29
102601,CUST1955,2023-03-25,125.77,Sports,3,High Value,0,Central,185.87
102602,CUST0922,2023-09-19,146.03,Clothing,2,Occasional,0,South,150.06
102603,CUST1668,2023-08-30,100.9,Sports,0,New,0,West,71.03
102604,CUST2514,2022-06-12,169.5,Home,1,High Value,1,South,198.57
102605,CUST1113,2024-03-18,187.84,Electronics,0,High Value,0,South,109.19
102606,CUST1041,2023-01-13,174.05,Home,0,High Value,0,East,51.1
102607,CUST1573,2024-08-06,166.98,Sports,1,High Value,0,South,84.56
102608,CUST0599,2022-02-01,180.03,Home,2,High Value,0,East,124.93
102609,CUST2515,2023-11-25,47.29,Clothing,2,Occasional,1,North,145.03
102610,CUST2500,2022-03-26,85.69,Sports,0,New,0,West,164.2
102611,CUST1029,2022-06-15,99.15,Electronics,1,Occasional,1,South,71.4
102612,CUST1896,2023-02-27,49.97,Sports,0,New,0,East,170.71
102613,CUST0335,2022-01-18,38.53,Electronics,1,Occasional,0,West,85.33
102614,CUST2142,2023-03-04,143.88,Electronics,0,New,0,South,109.35
102615,CUST0344,2023-04-13,100.76,Electronics,1,Occasional,0,Central,82.5
102616,CUST1722,2022-03-10,136.28,Electronics,0,New,0,West,86.89
102617,CUST0577,2023-03-23,132.76,Home,0,New,0,West,55.98
102618,CUST1301,2024-12-01,214.23,Clothing,0,High Value,1,East,106.17
102619,CUST1242,2022-12-22,157.01,Clothing,0,High Value,1,East,160.57
102620,CUST1883,2024-02-24,84.71,Electronics,0,New,0,East,191.47
102621,CUST1291,2023-02-16,156.37,Electronics,1,High Value,0,North,100.64
102622,CUST1909,2024-05-15,53.04,Home,2,Occasional,0,East,52.1
102623,CUST0007,2023-10-24,26.18,Home,0,New,0,South,61.41
102624,CUST2704,2023-03-28,111.27,Sports,1,Occasional,0,South,106.18
102625,CUST0678,2023-07-27,46.28,Home,2,Occasional,0,North,78.11
102626,CUST0926,2024-06-10,45.76,Home,0,New,0,North,105.84
102627,CUST2221,2023-10-10,171.16,Sports,1,High Value,0,Central,150.35
102628,CUST2602,2023-09-10,175.74,Clothing,2,High Value,0,East,92.09
102629,CUST2669,2024-09-28,89.69,Clothing,1,Occasional,0,North,76.03
102630,CUST0039,2024-04-23,152.89,Clothing,3,High Value,0,South,146.02
102631,CUST2505,2022-10-07,89.82,Sports,1,Occasional,0,East,181.61
102632,CUST0477,2023-09-14,54.15,Home,0,New,0,East,182.23
102633,CUST2795,2024-06-17,165.29,Clothing,3,High Value,0,West,143.36
102634,CUST1566,2024-05-28,192.24,Sports,1,High Value,0,South,150.34
102635,CUST2037,2022-06-06,33.25,Clothing,1,Occasional,1,East,119.18
102636,CUST1471,2022-10-11,94.52,Home,0,New,0,South,157.95
102637,CUST1679,2023-07-02,49.75,Clothing,0,New,0,West,172.69
102638,CUST0281,2022-07-25,64.36,Home,1,Occasional,0,East,171.0
102639,CUST0694,2023-08-17,178.87,Sports,2,High Value,0,Central,73.85
102640,CUST1973,2022-10-08,26.48,Sports,1,Occasional,0,East,122.15
102641,CUST2941,2022-08-20,192.04,Clothing,1,High Value,0,South,59.69
102642,CUST1962,2024-07-20,174.27,Sports,0,High Value,0,Central,113.26
102643,CUST0269,2022-06-13,103.62,Sports,4,High Value,0,West,192.83
102644,CUST0207,2024-12-21,80.76,Clothing,1,Occasional,1,Central,105.69
102645,CUST2263,2023-01-25,187.96,Clothing,0,High Value,0,West,116.36
102646,CUST0156,2024-10-02,146.75,Clothing,0,New,0,West,91.51
102647,CUST0825,2022-01-27,29.16,Sports,1,Occasional,0,North,183.44
102648,CUST2101,2022-04-01,77.48,Sports,2,Occasional,0,South,158.71
102649,CUST2303,2023-01-28,68.85,Electronics,0,New,0,West,82.05
102650,CUST2036,2024-07-17,146.35,Sports,2,Occasional,0,East,61.52
102651,CUST0172,2023-05-05,133.26,Sports,1,Occasional,0,North,196.87
102652,CUST0732,2023-04-04,105.65,Home,0,New,0,South,50.69
102653,CUST0611,2023-03-25,92.27,Home,0,New,0,East,79.0
102654,CUST1900,2022-07-21,168.7,Home,0,High Value,0,South,161.15
102655,CUST1300,2023-10-10,65.44,Electronics,1,Occasional,0,East,50.72
102656,CUST2759,2022-08-04,96.7,Home,1,Occasional,0,North,188.26
102657,CUST1570,2024-02-23,43.95,Sports,0,New,0,East,101.79
102658,CUST2330,2023-09-27,183.87,Electronics,2,High Value,0,West,53.23
102659,CUST2166,2024-02-17,154.31,Sports,0,High Value,0,West,159.55
102660,CUST2518,2024-12-31,30.53,Clothing,1,Occasional,1,North,80.36
102661,CUST2710,2023-08-11,172.69,Sports,0,High Value,0,South,171.77
102662,CUST0956,2022-02-22,96.23,Sports,0,New,0,North,69.73
102663,CUST2879,2023-11-14,34.69,Sports,0,New,1,East,155.98
102664,CUST2627,2024-07-20,170.21,Clothing,1,High Value,0,West,159.86
102665,CUST1866,2022-11-16,54.42,Sports,0,New,1,South,176.58
102666,CUST2153,2024-04-25,49.0,Home,0,New,0,Central,181.31
102667,CUST1708,2022-03-16,87.8,Electronics,1,Occasional,0,East,141.92
102668,CUST0885,2022-02-17,99.48,Sports,1,Occasional,0,North,187.08
102669,CUST0707,2023-07-07,105.21,Home,1,Occasional,0,East,189.36
102670,CUST0577,2022-02-08,27.56,Sports,1,Occasional,0,West,146.84
102671,CUST2335,2022-04-07,52.8,Clothing,1,Occasional,0,South,65.91
102672,CUST2164,2024-05-01,124.77,Electronics,2,Occasional,0,South,50.22
102673,CUST1051,2024-08-16,56.91,Home,0,New,0,West,153.48
102674,CUST1396,2024-10-04,71.4,Clothing,1,Occasional,0,West,108.67
102675,CUST1482,2024-09-20,163.68,Electronics,0,High Value,0,South,177.68
102676,CUST0687,2024-12-01,77.01,Electronics,0,New,0,West,60.1
102677,CUST2760,2024-01-22,33.73,Home,0,New,0,North,94.1
102678,CUST2013,2022-05-16,56.02,Sports,1,Occasional,0,Central,152.47
102679,CUST0508,2022-10-20,186.11,Clothing,1,High Value,0,Central,157.94
102680,CUST0206,2022-05-08,25.12,Sports,0,New,0,West,81.63
102681,CUST1970,2023-09-11,122.44,Clothing,1,Occasional,0,South,177.51
102682,CUST0432,2023-10-23,70.4,Clothing,2,Occasional,0,West,144.77
102683,CUST1610,2024-06-10,156.5,Home,1,High Value,0,South,60.8
102684,CUST0568,2022-01-14,151.28,Home,3,High Value,0,North,73.74
102685,CUST0700,2022-08-13,83.77,Home,2,Occasional,0,West,82.41
102686,CUST1441,2022-08-04,123.12,Sports,1,Occasional,0,North,101.14
102687,CUST2048,2023-08-11,116.83,Clothing,2,Occasional,0,Central,167.68
102688,CUST0511,2022-01-14,122.46,Home,1,Occasional,0,West,144.93
102689,CUST2843,2024-07-07,194.88,Electronics,1,High Value,0,North,166.51
102690,CUST1381,2022-04-17,121.83,Clothing,2,Occasional,0,West,137.89
102691,CUST2460,2023-02-01,38.9,Home,2,Occasional,0,West,94.56
102692,CUST0658,2024-10-27,52.04,Home,0,New,0,West,78.57
102693,CUST1792,2022-01-27,183.92,Clothing,0,High Value,0,South,123.75
102694,CUST2073,2022-09-19,167.47,Home,1,High Value,0,South,128.67
102695,CUST2819,2024-12-26,75.39,Clothing,1,Occasional,1,West,101.56
102696,CUST0912,2024-10-26,64.36,Sports,0,New,0,North,166.83
102697,CUST0138,2024-09-19,155.89,Electronics,1,High Value,0,North,140.29
102698,CUST2437,2022-09-23,35.27,Electronics,2,Occasional,0,Central,172.57
102699,CUST2940,2023-08-10,151.89,Electronics,0,High Value,0,East,94.33
102700,CUST1423,2024-10-21,64.05,Clothing,2,Occasional,0,South,188.26
102701,CUST0596,2022-05-31,191.99,Sports,1,High Value,0,West,172.16
102702,CUST2789,2023-07-09,187.91,Electronics,1,High Value,0,North,186.87
102703,CUST0433,2024-09-23,93.83,Electronics,2,Occasional,0,Central,116.22
102704,CUST0468,2022-05-07,132.87,Sports,0,New,0,West,53.48
102705,CUST2781,2023-05-02,169.09,Home,1,High Value,0,East,109.82
102706,CUST2216,2024-04-05,196.62,Sports,0,High Value,0,South,116.93
102707,CUST2254,2024-11-25,150.76,Electronics,0,High Value,1,Central,57.48
102708,CUST0240,2024-01-07,85.18,Electronics,0,New,0,South,55.64
102709,CUST2883,2022-10-01,69.08,Sports,0,New,0,South,188.1
102710,CUST0203,2023-03-24,174.32,Sports,0,High Value,0,East,173.8
102711,CUST0499,2022-06-07,191.13,Sports,1,High Value,1,North,165.14
102712,CUST0856,2022-04-18,182.94,Sports,0,High Value,0,North,151.03
102713,CUST2187,2023-11-01,102.73,Electronics,0,New,1,South,73.34
102714,CUST0071,2022-06-03,41.28,Home,1,Occasional,1,West,96.11
102715,CUST0151,2022-03-08,192.6,Sports,2,High Value,0,South,159.19
102716,CUST2219,2024-05-07,77.42,Sports,1,Occasional,0,South,184.39
102717,CUST0564,2024-03-19,166.34,Clothing,0,High Value,0,South,55.18
102718,CUST1030,2023-01-04,39.42,Sports,0,New,0,East,62.96
102719,CUST2166,2024-08-14,189.79,Electronics,1,High Value,0,South,148.68
102720,CUST0477,2024-07-05,176.13,Clothing,1,High Value,0,South,59.75
102721,CUST2778,2023-07-23,137.47,Electronics,1,Occasional,0,North,69.41
102722,CUST1012,2023-01-01,179.06,Electronics,0,High Value,0,West,143.88
102723,CUST1354,2024-02-13,133.7,Clothing,1,Occasional,0,Central,133.25
102724,CUST0283,2022-12-07,44.71,Electronics,0,New,1,South,75.75
102725,CUST0641,2023-04-07,196.22,Sports,0,High Value,0,Central,85.02
102726,CUST2657,2024-03-05,136.45,Clothing,4,High Value,0,North,171.22
102727,CUST1902,2022-01-07,55.9,Electronics,2,Occasional,0,Central,166.13
102728,CUST0313,2023-07-28,194.56,Home,0,High Value,0,West,125.83
102729,CUST1931,2022-08-19,184.78,Home,1,High Value,0,Central,63.68
102730,CUST2329,2024-10-28,166.3,Clothing,0,High Value,0,North,101.78
102731,CUST0081,2022-11-23,94.39,Clothing,1,Occasional,1,West,114.73
102732,CUST0364,2022-03-13,125.04,Clothing,1,Occasional,0,South,82.48
102733,CUST1653,2023-09-01,21.67,Home,0,New,0,South,79.66
102734,CUST1667,2022-03-11,128.63,Home,5,High Value,0,West,88.29
102735,CUST2010,2024-01-15,91.2,Electronics,0,New,0,Central,105.31
102736,CUST2001,2023-04-17,115.04,Clothing,2,Occasional,0,West,135.76
102737,CUST1648,2023-07-28,38.32,Electronics,0,New,0,West,154.35
102738,CUST2149,2024-01-05,109.63,Sports,1,Occasional,0,South,125.32
102739,CUST1239,2024-04-19,115.84,Sports,0,New,0,Central,144.08
102740,CUST1621,2022-11-10,127.14,Clothing,2,Occasional,0,North,177.71
102741,CUST0615,2024-05-26,90.07,Clothing,1,Occasional,0,North,134.19
102742,CUST0106,2024-12-24,101.2,Sports,1,Occasional,1,East,99.61
102743,CUST2618,2023-07-15,118.67,Electronics,0,New,0,Central,56.8
102744,CUST0652,2022-08-21,175.17,Clothing,0,High Value,0,Central,161.17
102745,CUST1063,2022-01-04,25.43,Home,2,Occasional,0,West,132.38
102746,CUST2482,2023-03-28,42.52,Electronics,2,Occasional,0,North,186.38
102747,CUST0995,2023-10-27,71.97,Home,1,Occasional,0,South,141.27
102748,CUST1991,2024-06-28,48.52,Electronics,0,New,1,East,107.97
102749,CUST0142,2024-01-02,82.1,Sports,0,New,0,Central,123.59
102750,CUST1065,2022-11-02,77.97,Electronics,0,New,1,South,58.7
102751,CUST2246,2024-03-24,79.41,Sports,0,New,0,South,135.0
102752,CUST2055,2022-08-05,176.55,Sports,0,High Value,0,Central,51.25
102753,CUST2444,2022-12-22,43.99,Home,0,New,0,West,117.42
102754,CUST1955,2023-07-06,35.04,Sports,4,High Value,0,West,141.31
102755,CUST2171,2023-06-09,61.92,Sports,0,New,0,West,82.47
102756,CUST2367,2022-08-01,184.81,Sports,0,High Value,0,East,110.94
102757,CUST1175,2022-05-26,92.92,Sports,3,High Value,0,South,82.71
102758,CUST2466,2022-06-14,43.25,Electronics,0,New,1,Central,199.58
102759,CUST0757,2023-01-01,149.38,Clothing,0,New,0,South,76.89
102760,CUST2838,2024-07-18,160.88,Clothing,1,High Value,0,Central,171.42
102761,CUST0417,2024-08-05,145.71,Clothing,1,Occasional,0,East,154.58
102762,CUST2657,2024-04-14,51.55,Sports,5,High Value,0,South,70.13
102763,CUST0684,2024-05-17,26.78,Home,0,New,0,North,132.34
102764,CUST0695,2023-08-29,162.17,Electronics,0,High Value,0,North,76.87
102765,CUST1995,2022-06-02,41.03,Electronics,1,Occasional,1,East,134.38
102766,CUST0056,2022-09-17,42.81,Home,0,New,0,Central,188.0
102767,CUST1310,2024-12-12,102.54,Home,0,New,0,East,95.25
102768,CUST2940,2024-12-18,176.98,Clothing,1,High Value,1,Central,198.85
102769,CUST2589,2022-09-17,49.33,Clothing,1,Occasional,0,Central,181.86
102770,CUST0784,2022-03-26,33.96,Home,3,High Value,0,Central,176.35
102771,CUST1686,2023-08-10,153.73,Clothing,1,High Value,0,South,167.82
102772,CUST0508,2022-01-22,149.05,Home,2,Occasional,0,South,149.37
102773,CUST1313,2022-02-09,113.46,Home,1,Occasional,0,East,113.45
102774,CUST1153,2023-10-09,174.27,Electronics,2,High Value,0,North,61.89
102775,CUST1537,2022-08-11,27.38,Clothing,2,Occasional,0,West,129.27
102776,CUST2730,2023-10-01,62.35,Clothing,1,Occasional,0,West,93.55
102777,CUST2227,2023-04-08,108.67,Electronics,0,New,0,North,85.19
102778,CUST1575,2024-03-04,133.83,Clothing,1,Occasional,0,South,133.17
102779,CUST0067,2022-11-26,103.89,Electronics,1,Occasional,1,South,114.46
102780,CUST2929,2024-01-30,176.26,Clothing,2,High Value,0,South,131.77
102781,CUST0312,2022-12-17,21.85,Electronics,0,New,0,East,64.61
102782,CUST2322,2023-08-15,69.7,Sports,1,Occasional,0,East,134.49
102783,CUST1197,2023-06-10,162.7,Electronics,0,High Value,1,North,165.81
102784,CUST0782,2024-01-26,122.6,Sports,0,New,0,Central,149.51
102785,CUST1474,2023-08-02,26.19,Sports,0,New,0,South,53.0
102786,CUST0826,2023-07-28,118.79,Sports,1,Occasional,0,South,144.9
102787,CUST1815,2024-10-15,97.17,Home,2,Occasional,0,Central,187.65
102788,CUST1989,2023-01-04,114.92,Sports,1,Occasional,0,North,90.87
102789,CUST0490,2022-03-29,51.6,Clothing,0,New,0,South,113.91
102790,CUST2166,2024-08-16,169.97,Sports,2,High Value,0,West,127.18
102791,CUST2801,2022-11-24,86.33,Home,1,Occasional,1,Central,70.36
102792,CUST1478,2023-06-09,36.39,Clothing,2,Occasional,1,Central,122.75
102793,CUST1869,2024-09-06,38.95,Electronics,0,New,0,East,180.02
102794,CUST2925,2022-01-01,153.91,Sports,1,High Value,0,North,196.37
102795,CUST0150,2022-07-30,164.62,Clothing,0,High Value,0,Central,119.28
102796,CUST1922,2022-12-04,144.3,Home,0,New,0,South,195.0
102797,CUST1257,2023-05-02,142.07,Clothing,1,Occasional,0,West,171.16
102798,CUST1297,2024-11-15,96.83,Home,0,New,1,North,72.95
102799,CUST2964,2022-09-02,20.84,Electronics,0,New,0,East,174.19
102800,CUST1463,2022-05-13,127.61,Clothing,3,High Value,0,North,135.95
102801,CUST2191,2024-12-21,186.58,Sports,0,High Value,1,Central,189.52
102802,CUST0306,2022-10-16,86.76,Home,2,Occasional,0,South,59.24
102803,CUST1635,2023-07-19,61.88,Home,2,Occasional,0,West,57.03
102804,CUST1037,2022-01-18,140.0,Home,0,New,0,North,149.46
102805,CUST0545,2022-08-11,35.52,Clothing,1,Occasional,0,Central,54.52
102806,CUST1041,2022-10-20,34.94,Sports,1,Occasional,0,West,132.46
102807,CUST2578,2023-04-23,76.16,Clothing,1,Occasional,0,South,161.91
102808,CUST1851,2022-05-15,192.68,Sports,2,High Value,0,East,136.04
102809,CUST0461,2023-01-10,198.63,Sports,0,High Value,0,North,116.73
102810,CUST2308,2022-01-22,158.43,Electronics,1,High Value,0,South,65.01
102811,CUST0195,2024-05-17,149.76,Clothing,0,New,0,Central,172.66
102812,CUST0652,2022-07-26,62.99,Home,1,Occasional,0,North,121.26
102813,CUST1307,2022-08-04,21.32,Home,0,New,0,South,176.07
102814,CUST2548,2023-03-05,179.16,Home,0,High Value,0,North,171.8
102815,CUST0197,2024-12-05,67.58,Sports,3,High Value,1,Central,91.39
102816,CUST2063,2022-03-28,142.76,Home,1,Occasional,0,East,96.38
102817,CUST0750,2022-06-02,36.87,Clothing,1,Occasional,1,West,155.97
102818,CUST2786,2022-07-09,69.51,Sports,2,Occasional,0,East,171.76
102819,CUST1184,2022-08-03,153.46,Sports,1,High Value,0,South,95.45
102820,CUST1137,2023-11-14,54.74,Home,1,Occasional,0,Central,73.87
102821,CUST2247,2024-08-21,155.08,Home,1,High Value,0,North,194.59
102822,CUST2535,2022-02-14,26.97,Sports,1,Occasional,0,West,79.99
102823,CUST0687,2024-08-02,173.55,Electronics,1,High Value,0,North,60.93
102824,CUST2205,2023-11-22,161.96,Sports,3,High Value,0,South,62.23
102825,CUST0790,2024-11-02,50.8,Electronics,0,New,0,West,86.22
102826,CUST2407,2024-03-23,139.48,Clothing,0,New,0,Central,70.21
102827,CUST0346,2023-10-23,52.19,Home,0,New,0,East,106.55
102828,CUST0717,2022-12-20,160.72,Home,1,High Value,1,North,149.22
102829,CUST0973,2023-01-05,87.32,Home,0,New,0,Central,85.68
102830,CUST0916,2024-11-11,77.23,Electronics,1,Occasional,0,Central,131.02
102831,CUST0472,2022-05-25,124.76,Sports,2,Occasional,0,East,57.97
102832,CUST0517,2023-02-17,35.24,Sports,0,New,0,North,59.5
102833,CUST1854,2022-09-16,145.5,Electronics,0,New,0,North,81.39
102834,CUST2721,2022-11-12,96.46,Sports,3,High Value,1,East,134.56
102835,CUST0098,2022-09-29,164.77,Electronics,3,High Value,0,West,148.09
102836,CUST2851,2023-01-17,176.17,Sports,0,High Value,0,West,100.96
102837,CUST0026,2023-01-31,71.2,Home,1,Occasional,0,South,93.43
102838,CUST2912,2024-07-23,91.14,Clothing,0,New,0,North,190.7
102839,CUST2290,2022-05-21,193.19,Sports,1,High Value,0,West,117.84
102840,CUST1016,2024-01-10,136.76,Home,0,New,0,East,56.72
102841,CUST2737,2022-07-24,168.25,Clothing,1,High Value,0,West,148.38
102842,CUST0339,2024-06-29,125.43,Home,1,Occasional,1,Central,172.58
102843,CUST2613,2024-05-04,102.54,Clothing,1,Occasional,0,South,97.12
102844,CUST0453,2024-05-06,188.48,Home,0,High Value,0,East,79.01
102845,CUST1876,2022-05-04,122.46,Home,1,Occasional,0,North,93.8
102846,CUST2925,2022-05-01,29.7,Clothing,2,Occasional,0,West,105.46
102847,CUST1261,2022-02-11,28.87,Clothing,0,New,0,North,89.28
102848,CUST0137,2022-10-19,114.85,Electronics,1,Occasional,0,North,114.37
102849,CUST0578,2024-03-14,56.43,Sports,0,New,0,West,125.68
102850,CUST2339,2024-05-11,162.17,Sports,2,High Value,0,Central,91.81
102851,CUST1838,2024-10-28,172.05,Electronics,0,High Value,0,East,167.34
102852,CUST2152,2022-01-05,130.61,Home,4,High Value,0,Central,198.31
102853,CUST2613,2023-04-07,71.1,Electronics,2,Occasional,0,East,190.22
102854,CUST2232,2024-06-05,199.88,Electronics,0,High Value,1,West,117.73
102855,CUST0851,2022-12-08,38.92,Electronics,1,Occasional,1,North,145.65
102856,CUST1361,2023-10-11,152.07,Electronics,2,High Value,0,North,166.89
102857,CUST1692,2024-08-27,178.94,Electronics,0,High Value,0,Central,176.07
102858,CUST1295,2022-03-20,64.54,Sports,0,New,0,East,177.46
102859,CUST0326,2022-07-19,68.17,Electronics,1,Occasional,0,North,82.91
102860,CUST0325,2022-07-28,160.61,Home,0,High Value,0,North,62.93
102861,CUST2872,2022-06-09,94.73,Sports,3,High Value,0,South,151.13
102862,CUST0258,2022-12-18,28.9,Clothing,3,High Value,0,North,148.77
102863,CUST2139,2022-07-11,194.82,Sports,2,High Value,0,East,165.97
102864,CUST1713,2023-03-10,57.98,Home,3,High Value,0,North,129.19
102865,CUST2331,2022-07-03,113.4,Electronics,2,Occasional,0,South,111.5
102866,CUST0174,2024-10-03,50.45,Electronics,0,New,0,South,97.6
102867,CUST2031,2022-10-22,23.15,Home,0,New,0,South,145.35
102868,CUST1526,2024-08-11,125.19,Home,4,High Value,0,South,141.62
102869,CUST2989,2023-12-10,21.96,Clothing,1,Occasional,0,South,142.85
102870,CUST2352,2024-08-09,190.41,Sports,2,High Value,0,West,183.67
102871,CUST2668,2024-12-20,90.34,Electronics,2,Occasional,1,South,173.21
102872,CUST0387,2022-10-04,124.36,Home,1,Occasional,0,North,100.71
102873,CUST1304,2023-12-20,138.39,Sports,1,Occasional,0,Central,128.67
102874,CUST2861,2024-07-29,50.61,Electronics,1,Occasional,0,North,56.25
102875,CUST0372,2022-04-25,56.88,Clothing,3,High Value,0,South,74.18
102876,CUST1215,2024-11-21,147.46,Home,1,Occasional,0,West,90.22
102877,CUST0003,2022-10-10,126.55,Home,1,Occasional,0,North,154.31
102878,CUST2632,2022-12-11,105.09,Sports,2,Occasional,0,East,104.47
102879,CUST2424,2024-05-27,156.19,Electronics,1,High Value,0,South,55.08
102880,CUST0669,2023-11-30,208.76,Electronics,1,High Value,1,Central,97.04
102881,CUST0745,2022-02-01,71.04,Home,0,New,0,East,76.88
102882,CUST0290,2024-06-20,140.11,Sports,0,New,1,South,183.83
102883,CUST1115,2022-09-17,155.94,Home,3,High Value,0,East,190.1
102884,CUST2351,2024-06-12,98.85,Home,2,Occasional,1,North,124.35
102885,CUST2964,2024-02-19,38.62,Clothing,1,Occasional,0,West,191.53
102886,CUST1946,2024-09-01,135.34,Home,0,New,0,East,124.64
102887,CUST1129,2022-12-08,73.58,Clothing,1,Occasional,1,East,186.46
102888,CUST0423,2023-03-14,107.14,Home,2,Occasional,0,Central,53.77
102889,CUST0591,2022-04-06,53.73,Home,0,New,0,Central,94.97
102890,CUST1794,2022-08-05,108.51,Sports,1,Occasional,0,West,124.02
102891,CUST2672,2024-06-27,124.46,Home,0,New,1,North,198.59
102892,CUST2790,2024-07-13,115.47,Home,0,New,0,Central,97.64
102893,CUST0011,2023-11-02,94.46,Sports,0,New,0,South,181.87
102894,CUST0550,2023-05-22,67.77,Home,2,Occasional,0,West,101.8
102895,CUST0611,2023-09-07,183.6,Home,1,High Value,0,South,167.21
102896,CUST1805,2022-12-04,66.97,Sports,1,Occasional,1,North,133.54
102897,CUST2436,2024-05-14,127.63,Clothing,0,New,0,East,66.05
102898,CUST2620,2024-01-14,137.6,Electronics,3,High Value,0,North,65.04
102899,CUST1761,2022-08-25,162.51,Clothing,0,High Value,0,East,171.49
102900,CUST0636,2022-02-09,170.39,Electronics,0,High Value,0,East,66.65
102901,CUST2854,2023-12-24,87.89,Electronics,2,Occasional,1,East,116.53
102902,CUST2202,2022-02-06,191.63,Home,1,High Value,0,South,138.39
102903,CUST1633,2024-12-29,175.61,Clothing,1,High Value,0,North,143.12
